,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
5580,4,2.0,1.0,3.0,210.0,3,30,42
7653,2,0.0,1.0,1.0,35.0,3,1125,47
4027,2,1.0,1.0,1.0,60.0,7,31,26
1691,4,1.0,1.0,1.0,80.0,30,365,33
726,2,1.0,1.0,1.0,95.0,6,365,104
651,5,2.0,1.0,1.0,70.0,360,365,8
6707,3,2.0,1.0,2.0,90.0,8,30,25
7774,2,1.0,1.0,1.0,38.0,4,1125,13
3762,3,1.0,1.0,3.0,250.0,2,60,42
3219,3,1.0,1.0,1.0,149.0,3,1125,39
1885,2,1.0,1.0,1.0,70.0,7,70,38
3616,4,2.0,1.0,3.0,115.0,4,60,64
5909,4,0.0,1.0,3.0,65.0,20,1125,8
1739,2,1.0,1.0,1.0,70.0,2,30,12
5818,2,0.0,1.0,1.0,65.0,6,1125,7
2844,2,1.0,1.0,1.0,120.0,90,1125,4
4773,3,1.0,1.0,2.0,55.0,4,10,29
2463,2,1.0,1.0,1.0,92.0,3,7,108
1882,2,1.0,1.0,1.0,115.0,1,1125,165
3156,2,1.0,1.0,1.0,96.0,2,1125,23
4213,4,1.0,1.0,2.0,95.0,2,1125,213
5298,2,0.0,1.0,1.0,71.0,6,15,8
427,2,1.0,1.0,1.0,125.0,30,365,2
6468,6,3.0,1.5,5.0,99.0,5,21,9
2676,2,0.0,1.0,1.0,58.0,1,1125,14
3333,2,0.0,0.0,2.0,125.0,4,100,126
3402,4,2.0,1.0,2.0,76.0,91,366,0
7926,4,1.0,1.0,2.0,80.0,6,1125,89
1405,2,1.0,1.0,1.0,67.0,2,60,27
3654,2,4.0,2.0,0.0,70.0,7,30,16
4406,4,2.0,1.0,2.0,120.0,4,30,49
1828,1,1.0,0.5,1.0,45.0,5,40,15
3991,4,1.0,1.0,2.0,45.0,2,1125,24
3430,4,0.0,1.0,3.0,130.0,1,60,124
5387,6,3.0,2.0,4.0,200.0,1,1125,0
6249,6,2.0,2.5,3.0,602.0,1,1125,45
4409,2,1.0,1.0,1.0,100.0,2,1125,84
3714,2,0.0,1.0,1.0,80.0,2,1125,0
5137,3,1.0,1.0,1.0,80.0,5,1125,7
2866,4,1.0,1.0,1.0,200.0,5,70,0
2751,1,1.0,1.0,1.0,60.0,2,365,1
53,4,1.0,1.5,3.0,125.0,5,120,54
4421,4,1.0,1.0,2.0,78.0,3,50,21
2553,2,1.0,1.0,1.0,88.0,3,28,21
3924,2,0.0,1.0,1.0,45.0,5,1125,26
2025,7,4.0,2.0,4.0,700.0,7,30,13
2207,8,4.0,2.0,5.0,300.0,4,1125,23
5213,4,1.0,1.0,1.0,150.0,1,1125,0
7681,2,1.0,1.0,1.0,100.0,6,15,22
6410,2,1.0,1.0,1.0,54.0,3,10,46
1095,3,2.0,1.0,2.0,160.0,6,365,68
6247,4,1.0,1.0,2.0,115.0,3,1125,1
7176,1,1.0,1.5,1.0,30.0,1,1125,3
4677,4,2.0,1.0,3.0,90.0,1000,1100,13
1306,4,1.0,1.0,2.0,195.0,90,365,2
6119,6,3.0,1.0,3.0,230.0,5,30,20
4922,4,1.0,1.0,2.0,78.0,2,1125,126
2879,2,1.0,1.0,1.0,65.0,3,30,16
2290,2,1.0,1.0,1.0,79.0,61,123,23
6970,3,0.0,1.0,1.0,38.0,20,90,8
3783,1,0.0,1.0,1.0,75.0,3,1000,30
3678,2,0.0,1.0,1.0,100.0,30,300,54
1371,2,1.0,1.0,1.0,61.0,3,5,0
3327,2,1.0,1.0,1.0,85.0,3,10,111
5744,4,1.0,1.0,2.0,95.0,1,1125,2
7204,2,1.0,1.0,1.0,60.0,15,1125,2
1224,2,1.0,1.0,1.0,90.0,4,365,182
288,2,1.0,1.0,1.0,150.0,1,730,0
1226,2,1.0,1.0,1.0,20.0,6,30,0
2875,3,1.0,1.0,2.0,140.0,1,10,28
490,3,1.0,1.0,2.0,80.0,7,365,27
2603,6,3.0,1.0,3.0,150.0,2,21,2
7493,2,1.0,1.0,1.0,125.0,3,60,77
2605,2,1.0,1.0,1.0,57.0,3,10,172
1335,2,1.0,1.0,1.0,80.0,2,15,3
7285,2,1.0,1.0,2.0,58.0,5,1125,24
6422,2,1.0,1.5,1.0,53.0,2,15,149
2045,2,0.0,1.0,1.0,167.0,3,365,5
6613,2,1.0,1.0,1.0,70.0,3,34,51
2519,2,1.0,1.0,1.0,60.0,4,30,252
2394,12,5.0,2.5,7.0,350.0,1,28,253
1448,6,2.0,2.0,4.0,139.0,4,365,3
3292,6,1.0,1.0,3.0,150.0,2,1125,29
4195,4,2.0,1.0,3.0,90.0,4,10,8
2324,4,1.0,1.0,2.0,80.0,2,14,10
3896,4,0.0,1.0,2.0,67.0,2,1125,95
7003,7,3.0,2.0,5.0,500.0,2,1125,117
7441,4,1.0,1.0,1.0,95.0,7,14,12
7860,2,1.0,1.0,1.0,45.0,6,30,7
3635,2,1.0,1.0,1.0,69.0,2,1125,56
4441,5,3.0,2.0,5.0,150.0,5,14,2
52,2,1.0,1.0,1.0,50.0,3,730,10
1499,2,1.0,1.0,1.0,38.0,2,1125,370
713,3,1.0,1.0,1.0,150.0,4,21,3
318,3,1.0,1.0,3.0,97.0,365,1125,44
3425,2,0.0,1.0,1.0,120.0,3,220,112
4704,5,3.0,2.0,0.0,230.0,3,25,24
4895,2,1.0,1.0,1.0,40.0,3,1125,29
3933,2,0.0,1.0,1.0,59.0,2,365,203
7306,4,1.0,1.0,2.0,82.0,3,30,65
7968,2,1.0,1.0,2.0,68.0,7,31,20
333,2,1.0,1.0,1.0,45.0,2,4,5
4253,6,2.0,2.0,4.0,180.0,6,120,58
6347,2,1.0,1.0,1.0,105.0,7,30,62
3996,2,1.0,1.0,1.0,50.0,90,1124,18
1989,2,1.0,1.0,1.0,70.0,2,180,34
5319,3,2.0,1.0,2.0,85.0,3,15,0
5432,5,2.0,1.5,0.0,291.0,1,1125,35
4582,6,4.0,1.0,3.0,100.0,7,1125,2
7091,3,1.0,1.0,2.0,85.0,7,29,0
2295,4,2.0,1.0,2.0,77.0,120,1000,24
7591,2,0.0,1.0,1.0,65.0,3,6,1
3708,2,0.0,1.0,1.0,58.0,2,1125,0
1180,8,3.0,3.0,4.0,340.0,2,1125,233
1896,2,1.0,1.0,1.0,50.0,3,15,230
4408,2,1.0,1.0,1.0,1000.0,1,1125,0
3368,5,3.0,1.5,2.0,70.0,3,40,5
932,2,1.0,1.0,1.0,155.0,30,1125,15
7175,4,1.0,1.0,2.0,60.0,15,1125,0
4264,2,1.0,1.0,1.0,74.0,1,27,74
3413,6,2.0,1.0,3.0,139.0,2,1125,13
4501,1,1.0,1.0,1.0,79.0,2,7,24
4337,3,2.0,1.0,2.0,59.0,5,1125,4
1169,2,1.0,1.0,1.0,60.0,8,30,50
3658,4,2.0,1.0,4.0,90.0,3,20,25
4204,4,1.0,1.0,2.0,100.0,2,1125,57
4307,2,1.0,1.0,1.0,81.0,3,8,29
6168,4,2.0,1.5,2.0,119.0,7,25,17
6736,2,1.0,1.0,2.0,80.0,1,28,62
1968,3,1.0,1.0,1.0,500.0,50,1125,1
5057,11,4.0,3.0,6.0,800.0,3,40,2
4594,2,0.0,1.0,1.0,125.0,10,1125,67
1436,2,1.0,1.0,2.0,145.0,4,90,57
1264,3,1.0,1.0,2.0,105.0,30,120,88
3319,4,1.0,1.0,2.0,200.0,1,365,260
970,2,1.0,2.0,1.0,108.0,3,30,201
4054,2,1.0,1.0,1.0,78.0,30,120,98
4841,2,1.0,1.0,1.0,50.0,2,365,13
913,1,1.0,1.0,0.0,60.0,3,120,69
4787,5,3.0,2.0,6.0,150.0,3,30,4
6767,2,1.0,1.0,1.0,90.0,2,30,7
5678,4,1.0,1.0,2.0,57.0,7,1125,0
856,2,0.0,1.0,1.0,90.0,3,1125,20
5354,3,1.0,1.0,2.0,78.0,3,1125,83
6317,4,2.0,2.0,4.0,250.0,1,1125,0
5442,3,1.0,1.0,2.0,30.0,2,1125,81
5410,2,1.0,1.0,1.0,70.0,1,1125,0
5878,2,1.0,1.0,1.0,70.0,3,1125,9
4094,2,1.0,1.0,1.0,45.0,3,30,4
2777,4,2.0,1.0,3.0,78.0,19,21,1
6928,2,0.0,1.0,2.0,20.0,5,25,0
700,2,1.0,0.5,1.0,99.0,2,7,0
523,2,1.0,1.0,1.0,79.0,3,1125,157
7304,2,1.0,1.0,1.0,79.0,2,1125,13
1696,4,1.0,1.0,2.0,65.0,2,6,6
5132,4,1.0,1.0,2.0,118.0,2,1125,0
5158,3,1.0,1.0,2.0,190.0,2,1124,82
5907,2,0.0,1.0,1.0,60.0,2,1125,86
247,4,2.0,1.0,2.0,160.0,2,60,71
2446,2,1.0,1.0,1.0,56.0,3,1125,6
1274,1,1.0,1.0,1.0,57.0,30,310,12
520,4,1.0,1.0,0.0,100.0,5,365,23
4854,4,1.0,1.0,1.0,70.0,2,1125,46
1990,4,1.0,1.0,2.0,86.0,3,7,85
158,2,1.0,1.0,1.0,85.0,5,70,46
6374,4,1.0,1.0,1.0,85.0,2,30,10
7787,4,2.0,1.0,2.0,169.0,1,1125,1
1144,2,1.0,1.0,1.0,29.0,1,10,10
1599,5,1.0,1.5,3.0,110.0,2,250,95
567,2,1.0,1.0,1.0,150.0,3,1095,144
2391,5,3.0,1.0,4.0,115.0,2,7,72
7134,6,3.0,1.0,3.0,200.0,6,14,0
7469,2,1.0,1.0,1.0,139.0,2,15,25
2762,2,1.0,1.0,1.0,89.0,2,14,53
3233,2,1.0,1.0,1.0,65.0,2,1125,0
3542,2,1.0,1.0,1.0,60.0,7,365,22
1682,4,1.0,1.0,2.0,70.0,3,120,60
5912,1,1.0,1.0,1.0,35.0,7,1125,7
2084,2,1.0,1.0,1.0,90.0,2,100,4
6299,3,1.0,1.0,2.0,65.0,3,1125,14
4162,2,0.0,1.0,1.0,69.0,1,1125,24
3225,2,1.0,1.0,1.0,45.0,2,31,86
6588,2,1.0,1.0,1.0,45.0,2,1125,38
5258,5,3.0,2.0,3.0,235.0,4,1125,0
2792,2,0.0,1.0,1.0,45.0,3,15,22
6838,2,1.0,1.0,0.0,85.0,3,1125,23
160,2,1.0,1.0,1.0,135.0,30,365,1
4731,4,2.0,1.0,2.0,125.0,3,30,40
1854,2,0.0,1.0,1.0,65.0,7,1125,64
7841,4,1.0,1.0,1.0,99.0,2,1125,5
847,4,2.0,1.0,2.0,160.0,3,60,20
859,4,1.0,1.0,2.0,130.0,1,1125,469
1796,1,1.0,1.0,1.0,75.0,1,1,40
5735,3,0.0,1.0,1.0,50.0,7,1125,5
5915,4,1.0,1.0,1.0,95.0,5,15,43
3580,6,2.0,2.0,4.0,280.0,6,1125,57
3385,2,1.0,1.0,1.0,55.0,7,1125,1
31,4,1.0,1.0,2.0,145.0,5,90,216
6542,4,0.0,1.0,0.0,60.0,3,1125,47
6720,2,0.0,1.0,1.0,58.0,3,1125,4
4401,2,1.0,1.0,1.0,85.0,5,45,36
4973,4,1.0,1.0,2.0,72.0,15,365,0
4712,2,1.0,1.0,1.0,60.0,2,1125,6
1723,2,1.0,1.0,1.0,79.0,2,8,35
5483,1,1.0,1.5,1.0,55.0,2,7,75
5855,2,0.0,1.0,1.0,49.0,3,1125,138
973,4,1.0,1.0,2.0,60.0,2,1125,26
7234,2,1.0,1.0,1.0,130.0,1,1125,0
3853,2,1.0,1.0,1.0,50.0,1,1125,1
3213,3,1.0,1.0,1.0,79.0,2,100,125
6858,3,1.0,1.0,2.0,60.0,3,1125,31
7299,4,1.0,1.0,2.0,185.0,3,1125,141
5988,6,2.0,1.0,3.0,190.0,1,59,71
5595,3,0.0,1.0,2.0,50.0,7,1125,3
384,2,1.0,1.0,1.0,60.0,2,365,27
3293,4,1.0,1.0,2.0,60.0,5,1125,4
7610,5,3.0,1.0,3.0,125.0,6,15,21
111,2,1.0,1.0,1.0,48.0,3,8,6
7956,4,2.0,1.0,2.0,40.0,20,60,10
1621,2,1.0,1.5,1.0,150.0,1,30,0
1608,2,1.0,1.0,1.0,9.0,5,30,49
4059,4,0.0,1.0,2.0,47.0,1,365,412
5753,2,1.0,1.0,1.0,69.0,1,32,19
2248,4,1.0,1.5,2.0,129.0,28,365,21
2470,4,1.0,1.5,1.0,91.0,5,1125,41
5174,4,1.0,1.0,2.0,90.0,2,1125,1
958,2,1.0,7.0,1.0,29.0,1,100,196
6378,5,3.0,2.0,3.0,230.0,5,60,24
2215,4,2.0,1.0,3.0,90.0,4,45,47
2119,4,2.0,1.0,3.0,100.0,3,1125,62
334,8,3.0,1.0,3.0,170.0,2,30,97
5936,3,1.0,1.0,1.0,150.0,14,30,0
268,2,1.0,1.0,1.0,100.0,4,70,25
1377,2,1.0,1.0,1.0,60.0,3,1125,0
463,3,2.0,1.0,2.0,63.0,5,30,7
6267,4,1.0,1.0,2.0,130.0,1,1125,0
4755,2,0.0,1.0,1.0,59.0,7,1125,0
7170,2,1.0,1.0,1.0,90.0,2,25,53
5071,4,1.0,1.0,2.0,85.0,3,4,96
4163,2,1.0,1.0,2.0,90.0,2,1125,45
7188,3,1.0,1.0,2.0,55.0,2,1125,22
3931,4,2.0,1.0,2.0,130.0,4,1125,3
1440,4,2.0,1.0,3.0,200.0,30,1125,10
2490,1,0.0,1.0,1.0,50.0,2,1125,36
485,4,1.0,1.5,2.0,99.0,30,365,18
7780,5,2.0,1.0,2.0,200.0,2,1125,80
321,4,1.0,1.0,2.0,73.0,90,365,6
5305,2,1.0,1.0,1.0,40.0,5,1125,4
5429,2,1.0,1.0,1.0,90.0,3,1125,20
6199,4,1.0,1.0,2.0,70.0,4,1125,0
5682,2,1.0,1.0,1.0,135.0,5,1125,12
2412,3,1.0,1.0,1.0,110.0,4,1125,15
6681,3,1.0,1.0,1.0,60.0,1,1125,2
7364,4,2.0,1.0,2.0,179.0,2,15,20
6890,2,1.0,1.0,1.0,50.0,3,1125,159
7242,2,0.0,1.0,1.0,40.0,5,14,4
4158,6,2.0,2.0,3.0,279.0,4,1125,60
3434,4,1.0,1.0,2.0,99.0,270,366,1
3242,5,2.0,1.0,3.0,195.0,5,60,116
850,2,1.0,1.0,1.0,90.0,2,1125,30
2449,2,1.0,1.0,1.0,80.0,3,10,0
5337,2,1.0,1.0,1.0,35.0,1,1125,6
3051,2,1.0,1.0,1.0,50.0,1,13,0
7068,4,2.0,1.0,3.0,109.0,5,1125,2
6381,4,1.0,1.0,1.0,130.0,1,1125,0
5802,4,1.0,1.0,2.0,100.0,21,1125,1
6046,6,2.0,1.0,3.0,75.0,7,1125,3
1814,2,0.0,1.0,0.0,90.0,30,330,55
2501,3,1.0,1.0,2.0,150.0,5,1125,0
5431,4,2.0,1.0,3.0,125.0,1,1125,0
137,2,1.0,1.0,1.0,100.0,7,100,97
702,2,1.0,1.0,1.0,210.0,3,1125,0
5791,2,0.0,1.0,1.0,35.0,7,1125,1
5586,2,1.0,1.5,1.0,130.0,6,1125,0
4434,2,1.0,1.0,2.0,64.0,6,25,4
2669,2,1.0,1.0,0.0,90.0,4,31,12
6323,4,1.0,1.0,2.0,70.0,4,1125,3
4718,2,0.0,1.0,1.0,65.0,3,13,49
7565,2,1.0,1.0,1.0,110.0,3,1125,85
2075,4,2.0,1.0,3.0,85.0,4,1125,11
2736,2,1.0,1.0,1.0,45.0,6,90,3
5160,2,1.0,1.0,1.0,85.0,1,1125,0
4828,5,2.0,1.0,2.0,250.0,3,1125,0
4228,2,1.0,1.0,1.0,70.0,4,1125,0
2022,2,1.0,1.0,1.0,75.0,1,100,53
1773,2,1.0,1.0,1.0,69.0,3,30,21
3133,2,1.0,1.0,2.0,60.0,14,100,4
1249,2,1.0,1.0,1.0,60.0,2,365,90
5025,2,1.0,1.0,0.0,65.0,3,1125,2
6051,4,2.0,1.0,3.0,83.0,30,1125,1
753,3,1.0,1.0,1.0,75.0,2,16,20
4293,2,0.0,1.0,1.0,94.0,30,90,92
296,4,2.0,2.5,2.0,300.0,2,14,20
1534,6,3.0,2.0,4.0,200.0,5,30,4
1001,1,1.0,1.0,0.0,41.0,2,80,404
5636,6,3.0,1.5,4.0,60.0,2,8,11
3098,2,1.0,1.0,1.0,120.0,50,1125,0
4330,4,1.0,1.0,2.0,94.0,2,1500,194
4282,2,1.0,1.0,1.0,90.0,1,1125,19
2961,5,1.0,1.0,1.0,115.0,3,1125,86
769,2,0.0,1.0,1.0,150.0,5,90,77
1310,4,1.0,1.0,2.0,49.0,1,15,8
812,3,1.0,1.0,1.0,70.0,2,1125,9
5142,4,2.0,1.0,2.0,165.0,30,300,44
950,2,1.0,1.0,1.0,115.0,3,4,28
1492,4,1.0,1.0,1.0,150.0,2,90,76
7567,4,0.0,1.0,1.0,75.0,2,30,28
2675,2,1.0,1.0,1.0,45.0,2,365,16
5998,4,3.0,1.0,3.0,95.0,5,1125,27
6002,2,1.0,1.0,1.0,38.0,1,967,75
707,2,1.0,1.0,1.0,95.0,3,1124,18
6906,4,1.0,1.0,2.0,55.0,15,1125,0
2496,5,2.0,1.0,0.0,180.0,5,60,41
7303,4,2.0,1.0,2.0,115.0,2,30,1
3130,4,1.0,1.0,1.0,115.0,1,1124,183
2256,4,2.0,1.0,2.0,160.0,5,30,32
1531,4,2.0,1.0,1.0,60.0,3,14,5
5632,2,0.0,1.0,1.0,49.0,14,33,0
1094,4,1.0,1.0,3.0,68.0,2,90,21
2983,2,1.0,1.0,1.0,40.0,1,1125,0
7397,4,2.0,1.0,3.0,110.0,5,1125,64
6856,4,1.0,1.0,1.0,55.0,1,1125,4
3650,4,1.0,1.0,2.0,88.0,3,30,30
3715,4,1.0,1.0,2.0,109.0,3,1125,47
1231,4,1.0,1.0,2.0,114.0,3,45,41
3680,2,1.0,1.0,1.0,45.0,3,1125,0
7715,2,0.0,1.0,1.0,75.0,1,365,311
6798,4,1.0,1.0,2.0,90.0,1,1125,16
7542,5,2.0,1.0,3.0,84.0,6,1125,2
5555,4,1.0,1.0,2.0,90.0,5,1125,2
2185,2,0.0,1.0,1.0,35.0,10,60,11
125,4,1.0,1.0,2.0,70.0,3,20,34
7753,3,2.0,2.5,3.0,160.0,2,1125,0
449,4,2.0,1.0,2.0,120.0,4,30,52
7943,2,0.0,1.0,1.0,50.0,7,30,19
2735,6,1.0,1.0,2.0,175.0,2,1125,77
1962,5,2.0,1.0,2.0,130.0,3,1124,49
4621,3,1.0,1.0,1.0,60.0,2,10,11
1120,3,1.0,1.0,2.0,80.0,1,365,25
2703,7,3.0,2.0,4.0,115.0,6,365,34
5100,7,4.0,1.0,5.0,250.0,4,30,20
2820,6,2.0,2.0,2.0,662.0,2,1125,2
5748,4,2.0,2.0,2.0,90.0,1,1125,1
3367,2,1.0,1.0,1.0,60.0,300,332,1
2710,2,1.0,1.0,1.0,93.0,15,200,49
3176,3,1.0,1.0,2.0,90.0,2,1125,116
6712,2,0.0,1.0,1.0,90.0,4,1125,10
3599,4,1.0,1.0,1.0,90.0,2,61,42
1233,2,1.0,1.0,1.0,60.0,3,1125,7
5528,4,2.0,1.0,2.0,150.0,3,30,9
4672,4,1.0,1.0,2.0,119.0,3,120,35
2301,1,1.0,1.0,2.0,64.0,1,1125,0
3541,2,1.0,1.0,1.0,95.0,3,120,38
7435,2,1.0,1.0,1.0,80.0,3,4,86
7526,2,1.0,1.0,1.0,55.0,2,120,16
4218,2,0.0,1.0,1.0,90.0,3,15,374
4960,2,0.0,1.0,1.0,70.0,4,60,31
5303,2,0.0,1.0,1.0,38.0,3,8,39
2778,4,1.0,1.0,1.0,100.0,2,7,9
6576,2,0.0,1.0,1.0,55.0,2,1125,142
611,4,1.0,1.0,2.0,70.0,3,60,21
816,4,2.0,1.0,2.0,80.0,3,1124,43
5457,4,1.0,1.0,2.0,85.0,2,1125,3
2330,2,1.0,1.0,2.0,50.0,10,1125,15
4968,4,1.0,1.0,2.0,70.0,2,1125,1
1477,4,1.0,1.0,2.0,75.0,2,30,37
6973,2,1.0,1.0,2.0,89.0,5,1125,8
4172,3,0.0,1.0,0.0,152.0,3,180,7
2894,4,1.0,1.0,1.0,150.0,3,1125,209
7985,2,0.0,1.0,1.0,60.0,1,1125,5
2046,5,2.0,1.0,3.0,102.0,3,1125,162
6612,2,1.0,1.0,1.0,70.0,1,1125,0
1502,6,3.0,1.0,3.0,250.0,2,365,10
228,2,1.0,1.0,1.0,65.0,5,20,35
5630,2,0.0,1.0,1.0,60.0,7,60,0
2612,5,2.0,1.0,2.0,90.0,5,60,13
5953,2,0.0,1.0,1.0,79.0,2,28,48
1669,2,1.0,1.0,1.0,79.0,30,305,28
182,5,2.0,2.0,5.0,449.0,4,365,16
7291,6,2.0,1.0,2.0,405.0,5,1125,26
3937,1,0.0,1.0,1.0,107.0,15,1125,72
4746,4,1.0,1.0,2.0,35.0,5,1125,0
6941,2,1.0,1.0,1.0,70.0,1,1125,0
4794,4,1.0,1.0,2.0,90.0,2,1125,36
7254,2,0.0,1.0,2.0,50.0,2,1125,29
7595,6,2.0,2.5,3.0,399.0,2,1125,75
7333,2,1.0,1.0,2.0,56.0,2,15,59
1783,4,2.0,2.0,3.0,400.0,7,1125,3
7293,2,0.0,1.0,1.0,49.0,2,1125,15
2637,5,1.0,2.0,3.0,220.0,2,20,2
3943,4,3.0,1.0,2.0,120.0,3,5,69
3966,4,0.0,1.0,2.0,69.0,2,1125,109
2824,4,1.0,1.0,2.0,45.0,2,4,0
7869,3,1.0,1.0,1.0,80.0,2,14,36
7950,4,2.0,1.0,2.0,256.0,4,1125,80
1154,2,1.0,1.0,1.0,95.0,5,1125,51
2755,4,1.0,1.5,2.0,160.0,1,10,5
6938,6,1.0,1.0,5.0,148.0,2,30,135
187,2,1.0,1.0,1.0,95.0,2,730,41
5059,2,1.0,1.0,1.0,139.0,1,15,7
2356,3,2.0,1.0,2.0,550.0,3,30,17
6723,2,1.0,1.0,1.0,90.0,2,18,14
5722,6,2.0,1.0,3.0,110.0,2,112,104
2528,6,2.0,1.0,3.0,200.0,1,1125,0
867,2,1.0,1.0,1.0,52.0,2,5,10
2430,2,1.0,1.0,1.0,110.0,4,1125,0
4969,3,2.0,1.0,2.0,75.0,3,1125,0
2929,4,1.0,1.0,2.0,100.0,1,1125,6
2317,2,1.0,1.0,1.0,70.0,3,7,1
2683,2,1.0,1.0,1.0,60.0,6,26,18
3858,2,1.0,1.0,1.0,140.0,7,365,2
7659,4,2.0,1.0,2.0,85.0,3,35,9
525,2,1.0,1.0,0.0,78.0,3,15,5
6140,2,1.0,1.0,1.0,50.0,1,1125,2
5261,2,1.0,1.0,1.0,60.0,3,365,2
226,2,1.0,1.0,0.0,128.0,7,31,69
3438,4,1.0,1.0,1.0,163.0,91,1125,3
1088,2,1.0,1.0,1.0,140.0,4,365,72
7739,6,2.0,1.5,2.0,169.0,4,365,0
5961,2,1.0,1.0,1.0,85.0,2,365,30
1106,4,1.0,1.0,2.0,100.0,7,14,0
4991,2,1.0,1.0,1.0,70.0,2,1125,20
539,4,1.0,1.0,1.0,70.0,5,90,1
3863,4,2.0,2.5,2.0,150.0,1,1125,1
3404,6,3.0,2.0,4.0,130.0,3,1125,33
1831,2,1.0,1.0,1.0,69.0,2,90,50
2922,4,0.0,1.5,2.0,77.0,1,1125,251
3552,3,2.0,1.0,2.0,144.0,7,365,1
772,3,1.0,1.0,2.0,146.0,60,365,5
6806,2,1.0,1.0,1.0,66.0,3,1125,11
566,2,0.0,1.0,1.0,50.0,5,15,135
4999,4,1.0,1.0,2.0,85.0,2,1125,29
802,4,1.0,1.0,2.0,60.0,13,1125,17
5723,1,0.0,1.0,1.0,40.0,7,30,3
6993,4,1.0,1.0,2.0,55.0,3,10,27
3135,5,2.0,2.0,2.0,210.0,1,1125,74
2458,2,1.0,1.0,1.0,60.0,3,150,28
1339,4,2.0,1.0,3.0,210.0,2,4,50
3842,6,3.0,1.0,2.0,180.0,4,1125,29
7946,6,3.0,1.0,3.0,240.0,3,20,81
720,7,4.0,2.0,5.0,250.0,5,120,32
6897,2,1.0,1.0,2.0,69.0,2,4,24
3704,2,1.0,1.0,1.0,30.0,3,1125,0
3794,6,2.0,2.0,6.0,214.0,4,1124,67
3861,4,2.0,2.0,3.0,60.0,2,1125,1
2893,2,1.0,1.0,1.0,55.0,2,60,4
6099,2,0.0,1.0,1.0,70.0,3,1125,1
6365,2,1.0,1.0,1.0,100.0,6,1000,19
7448,4,1.0,1.0,2.0,100.0,3,1125,3
7524,2,1.0,1.0,1.0,190.0,3,1125,50
2080,2,1.0,1.0,1.0,90.0,5,15,69
4819,2,1.0,1.0,1.0,300.0,3,1125,7
4679,3,1.0,1.0,1.0,66.0,5,14,20
7217,4,1.0,1.0,2.0,117.0,4,60,46
2253,2,1.0,1.0,1.0,42.0,1,30,20
6784,4,2.0,1.0,2.0,126.0,7,60,1
1919,4,1.0,1.0,2.0,126.0,3,18,42
6214,4,1.0,1.0,1.0,113.0,4,200,9
3052,3,1.0,1.0,2.0,68.0,3,1125,255
933,3,1.0,1.0,2.0,80.0,2,30,237
2685,3,2.0,1.0,2.0,160.0,3,1125,3
978,7,4.0,2.0,4.0,285.0,7,90,47
5921,2,1.0,1.0,0.0,78.0,3,1125,68
2968,3,1.0,1.0,2.0,60.0,6,20,0
7474,2,1.0,1.0,1.0,40.0,2,1125,66
3433,3,1.0,1.0,2.0,90.0,3,40,72
1354,2,1.0,1.0,1.0,110.0,40,999,151
6101,4,2.0,1.5,3.0,250.0,13,1125,14
2296,2,1.0,1.0,2.0,80.0,10,360,11
6913,2,0.0,1.0,0.0,63.0,5,1125,7
2170,6,3.0,3.0,3.0,822.0,3,1125,7
5824,2,0.0,0.5,1.0,60.0,2,1125,23
1362,2,2.0,1.0,2.0,71.0,6,30,5
1643,2,1.0,1.0,1.0,71.0,2,30,22
7218,2,1.0,1.0,0.0,88.0,2,1125,191
2886,5,2.0,1.5,2.0,240.0,3,45,89
4154,3,1.0,1.0,2.0,85.0,5,21,56
4004,2,0.0,1.0,1.0,88.0,2,1125,12
5796,2,0.0,1.0,1.0,50.0,8,30,6
7725,2,0.0,1.0,1.0,50.0,2,30,13
676,3,2.0,1.0,2.0,115.0,3,30,55
4558,2,1.0,1.5,1.0,85.0,4,1125,120
6942,4,1.0,1.0,2.0,89.0,5,1125,73
1470,2,1.0,1.0,1.0,135.0,7,120,79
3709,2,1.0,1.0,2.0,55.0,3,1125,0
7809,2,0.0,1.0,1.0,40.0,6,1125,11
4359,4,1.0,1.0,2.0,99.0,1,1125,370
7072,2,1.0,1.0,1.0,70.0,5,20,2
1973,6,2.0,1.0,2.0,200.0,30,1125,2
5110,2,1.0,1.0,1.0,103.0,3,1125,0
2682,4,2.0,1.0,3.0,90.0,180,180,0
5002,2,1.0,1.0,1.0,45.0,1,1125,4
6817,5,2.0,1.0,5.0,190.0,1,1125,5
4977,1,1.0,1.0,1.0,17.0,1,1125,0
1487,2,1.0,1.0,1.0,75.0,2,14,153
7823,2,0.0,1.0,1.0,52.0,5,1125,0
1340,4,1.0,1.0,2.0,85.0,5,365,8
6071,5,1.0,1.0,2.0,110.0,1,1125,84
7671,2,1.0,1.0,1.0,109.0,4,120,225
6950,4,2.0,1.0,3.0,150.0,2,1125,13
1115,4,2.0,1.0,6.0,95.0,7,60,33
6924,3,2.0,1.0,2.0,95.0,2,1125,10
6815,4,2.0,1.0,2.0,80.0,1,7,1
5544,2,1.0,1.0,2.0,65.0,1,13,3
3036,4,1.0,1.0,2.0,110.0,1,1125,0
1967,2,1.0,1.0,1.0,88.0,3,33,52
5104,2,1.0,1.0,1.0,95.0,2,7,35
7064,3,1.0,1.0,2.0,130.0,3,1125,25
6919,6,2.0,2.0,0.0,101.0,4,20,11
6085,2,1.0,0.5,1.0,70.0,7,15,0
